date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:56:37	8331/8331	---M--	200	added ('OK')	image/png	etag:%221e4437-208b-4f1d28eb6d70c%22	http://cardaxpharma.com/wp-content/uploads/2014/01/images.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/01/images.png	(from http://cardaxpharma.com/)
13:56:37	2249/2249	---M--	200	added ('OK')	image/png	etag:%2221ba0-8c9-4f1d5d29dcfbc%22	http://cardaxpharma.com/wp-content/uploads/2014/02/Cardax-Logo-50px-White.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/02/Cardax-Logo-50px-White.png	(from http://cardaxpharma.com/)
13:56:37	66697/66697	---M-Z	200	added ('OK')	text/html	etag:%221e05ce-34a1-4fa322ce2b742%22	http://cardaxpharma.com/about-us/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/about-us/index.html	(from http://cardaxpharma.com/)
13:56:38	64190/64190	---M-Z	200	added ('OK')	text/html	etag:%221e05cc-324b-4fa3226867b22%22	http://cardaxpharma.com/blog/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/blog/index.html	(from http://cardaxpharma.com/)
13:56:40	62622/62622	---M-Z	200	added ('OK')	text/html	etag:%221e05c9-2f56-4fa32267772fd%22	http://cardaxpharma.com/about-us/corporate-presentation/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/about-us/corporate-presentation/index.html	(from http://cardaxpharma.com/)
13:56:40	64159/64159	---M-Z	200	added ('OK')	text/html	etag:%221e0550-3208-4fa322d15a9bd%22	http://cardaxpharma.com/about-us/management-team/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/about-us/management-team/index.html	(from http://cardaxpharma.com/)
13:56:40	62654/62654	---M-Z	200	added ('OK')	text/html	etag:%221e05d0-30f6-4fa322cef3ec6%22	http://cardaxpharma.com/about-us/board-of-directors/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/about-us/board-of-directors/index.html	(from http://cardaxpharma.com/)
13:56:41	63134/63134	---M-Z	200	added ('OK')	text/html	etag:%221e0578-30dc-4fa321bca23f0%22	http://cardaxpharma.com/about-us/lead-scientific-team/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/about-us/lead-scientific-team/index.html	(from http://cardaxpharma.com/)
13:56:41	63314/63314	---M-Z	200	added ('OK')	text/html	etag:%22203662-300a-4fa322d6a2240%22	http://cardaxpharma.com/astaxanthin/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/astaxanthin/index.html	(from http://cardaxpharma.com/)
13:56:42	62556/62556	---M-Z	200	added ('OK')	text/html	etag:%2220369a-3121-4fa323245f437%22	http://cardaxpharma.com/astaxanthin/history-background/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/astaxanthin/history-background/index.html	(from http://cardaxpharma.com/)
13:56:42	66616/66616	---M-Z	200	added ('OK')	text/html	etag:%22203670-36c4-4fa322d7c5280%22	http://cardaxpharma.com/astaxanthin/benefits-of-use/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/astaxanthin/benefits-of-use/index.html	(from http://cardaxpharma.com/)
13:56:43	62426/62426	---M-Z	200	added ('OK')	text/html	etag:%22203696-3098-4fa322e835704%22	http://cardaxpharma.com/astaxanthin/manufacturing/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/astaxanthin/manufacturing/index.html	(from http://cardaxpharma.com/)
13:56:44	83581/83581	---M-Z	200	added ('OK')	text/html	etag:%22203651-490d-4fa3220844277%22	http://cardaxpharma.com/astaxanthin/scientific-literature/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/astaxanthin/scientific-literature/index.html	(from http://cardaxpharma.com/)
13:56:44	61125/61125	---M-Z	200	added ('OK')	text/html	etag:%22203693-2ec7-4fa322d888b68%22	http://cardaxpharma.com/astaxanthin/intellectual-property/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/astaxanthin/intellectual-property/index.html	(from http://cardaxpharma.com/)
13:56:45	62222/62222	---M-Z	200	added ('OK')	text/html	etag:%221e05f1-316d-4fa322e1195ec%22	http://cardaxpharma.com/commercialization/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/commercialization/index.html	(from http://cardaxpharma.com/)
13:56:46	66471/66471	---M-Z	200	added ('OK')	text/html	etag:%22203634-2fc9-4fa32202ed267%22	http://cardaxpharma.com/astaxanthin/addressable-markets/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/astaxanthin/addressable-markets/index.html	(from http://cardaxpharma.com/)
13:56:53	35129/35129	---M--	200	added ('OK')	image/png	etag:%221e430e-8939-4f1d277a0ba6e%22	http://cardaxpharma.com/wp-content/uploads/2013/12/Cardax-Brief.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2013/12/Cardax-Brief.png	(from http://cardaxpharma.com/)
13:56:54	60177/60177	---MCZ	200	added ('OK')	text/html	date:Sun,%2025%20May%202014%2006:03:33%20GMT	http://cardaxpharma.com/commercialization/other-programs/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/commercialization/other-programs/index.html	(from http://cardaxpharma.com/)
13:57:02	44149/44149	---M--	200	added ('OK')	image/png	etag:%221e42fc-ac75-4f1d2770dedf1%22	http://cardaxpharma.com/wp-content/uploads/2013/12/Astaxanthin.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2013/12/Astaxanthin.png	(from http://cardaxpharma.com/)
13:57:03	59939/59939	---M-Z	200	added ('OK')	text/html	etag:%221e0583-2ea1-4fa32201830f0%22	http://cardaxpharma.com/contact-us/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/contact-us/index.html	(from http://cardaxpharma.com/)
13:57:10	34795/34795	---M--	200	added ('OK')	image/png	etag:%221e42eb-87eb-4f1d276bc9ca2%22	http://cardaxpharma.com/wp-content/uploads/2013/12/Addressable-Markets.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2013/12/Addressable-Markets.png	(from http://cardaxpharma.com/)
13:57:15	218459/218459	---M--	200	added ('OK')	image/jpeg	etag:%221e4455-3555b-4f1d290731b33%22	http://cardaxpharma.com/wp-content/uploads/2014/02/7287807_l.jpg	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/02/7287807_l.jpg	(from http://cardaxpharma.com/)
13:57:17	45353/45353	---M--	200	added ('OK')	image/png	etag:%221e4368-b129-4f1d27b843956%22	http://cardaxpharma.com/wp-content/uploads/2013/12/Investor-Relations.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2013/12/Investor-Relations.png	(from http://cardaxpharma.com/)
13:57:24	253124/253124	---M--	200	added ('OK')	image/jpeg	etag:%221e4431-3dcc4-4f1d28eaabf08%22	http://cardaxpharma.com/wp-content/uploads/2014/01/19362622_l.jpg	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/01/19362622_l.jpg	(from http://cardaxpharma.com/)
13:57:25	61805/61805	---M-Z	200	added ('OK')	text/html	etag:%221e0569-30ec-4fa322d4c4347%22	http://cardaxpharma.com/addressable-markets/osteoarthritis/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/addressable-markets/osteoarthritis/index.html	(from http://cardaxpharma.com/)
13:57:56	252558/252558	---M--	200	added ('OK')	image/png	etag:%221e0816-3da8e-4f1d644b5451b%22	http://cardaxpharma.com/wp-content/uploads/2014/02/Osteoarthritis-500x403.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/02/Osteoarthritis-500x403.png	(from http://cardaxpharma.com/)
13:57:57	61871/61871	---M-Z	200	added ('OK')	text/html	etag:%221e0627-3088-4fa322e66747d%22	http://cardaxpharma.com/addressable-markets/cognitive-decline/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/addressable-markets/cognitive-decline/index.html	(from http://cardaxpharma.com/)
13:58:00	210711/210711	---M--	200	added ('OK')	image/png	etag:%221e0833-33717-4f1d783cc01cb%22	http://cardaxpharma.com/wp-content/uploads/2014/02/Metabolic-Syndrome-500x403.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/02/Metabolic-Syndrome-500x403.png	(from http://cardaxpharma.com/)
13:58:01	61807/61807	---M-Z	200	added ('OK')	text/html	etag:%221e05db-3013-4fa322d3fe2d1%22	http://cardaxpharma.com/addressable-markets/metabolic-syndrome/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/addressable-markets/metabolic-syndrome/index.html	(from http://cardaxpharma.com/)
13:58:12	328293/328293	---M--	200	added ('OK')	image/png	etag:%221e0821-50265-4f1d7835537a4%22	http://cardaxpharma.com/wp-content/uploads/2014/02/Cognitive-Decline-500x403.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/02/Cognitive-Decline-500x403.png	(from http://cardaxpharma.com/)
13:58:13	61119/61119	---M-Z	200	added ('OK')	text/html	etag:%221e05c6-2f8c-4fa322076ff71%22	http://cardaxpharma.com/addressable-markets/high-triglycerides/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/addressable-markets/high-triglycerides/index.html	(from http://cardaxpharma.com/)
13:58:29	193066/193066	---M--	200	added ('OK')	image/png	etag:%221e082d-2f22a-4f1d783a1c933%22	http://cardaxpharma.com/wp-content/uploads/2014/02/High-Triglycerides-500x403.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/02/High-Triglycerides-500x403.png	(from http://cardaxpharma.com/)
13:58:30	61864/61864	---M-Z	200	added ('OK')	text/html	etag:%221e05df-3068-4fa322d5dfdda%22	http://cardaxpharma.com/addressable-markets/type-2-diabetes/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/addressable-markets/type-2-diabetes/index.html	(from http://cardaxpharma.com/)
13:58:41	169855/169855	---M--	200	added ('OK')	image/png	etag:%221e0828-2977f-4f1d78379bf35%22	http://cardaxpharma.com/wp-content/uploads/2014/02/Hepatic-Disease-500x403.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/02/Hepatic-Disease-500x403.png	(from http://cardaxpharma.com/)
13:58:42	61985/61985	---M-Z	200	added ('OK')	text/html	etag:%221e0576-30ac-4fa322d31a9b5%22	http://cardaxpharma.com/addressable-markets/hepatic-disease/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/addressable-markets/hepatic-disease/index.html	(from http://cardaxpharma.com/)
13:58:42	245391/245391	---M--	200	added ('OK')	image/png	etag:%221e083e-3be8f-4f1d7841c350b%22	http://cardaxpharma.com/wp-content/uploads/2014/02/Type-2-Diabetes-500x403.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/02/Type-2-Diabetes-500x403.png	(from http://cardaxpharma.com/)
13:58:44	61881/61881	---M-Z	200	added ('OK')	text/html	etag:%221e0618-304d-4fa322e563c24%22	http://cardaxpharma.com/addressable-markets/atherosclerosis/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/addressable-markets/atherosclerosis/index.html	(from http://cardaxpharma.com/)
13:58:45	64190/64190	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Jan%201970%2000:00:00%20GMT	http://cardaxpharma.com/blog	F:/My%20Websites/cardaxpharma/cardaxpharma.com/blog.html	(from http://cardaxpharma.com/)
13:58:46	61463/61463	---M-Z	200	added ('OK')	text/html	etag:%221e0634-3039-4fa3232362ab7%22	http://cardaxpharma.com/addressable-markets/thrombosis/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/addressable-markets/thrombosis/index.html	(from http://cardaxpharma.com/)
13:58:47	0/0	---M-Z	301	error ('Moved%20Permanently')	text/html	date:Sun,%2025%20May%202014%2006:05:26%20GMT	http://cardaxpharma.com/disclaimer	F:/My%20Websites/cardaxpharma/cardaxpharma.com/disclaimer.17.delayed	(from http://cardaxpharma.com/)
13:58:48	65576/65576	---M-Z	200	added ('OK')	text/html	etag:%221e05f5-38bf-4fa322e2d6e5e%22	http://cardaxpharma.com/disclaimer-and-terms-of-use/	F:/My%20Websites/cardaxpharma/cardaxpharma.com/disclaimer-and-terms-of-use/index.html	(from http://cardaxpharma.com/)
13:58:53	23551/23551	---MC-	200	added ('OK')	text/javascript	date:Thu,%2008%20May%202014%2018:54:47%20GMT	http://www.google-analytics.com/analytics.js	F:/My%20Websites/cardaxpharma/www.google-analytics.com/analytics.js	(from http://cardaxpharma.com/)
13:58:54	34547/34547	---M-Z	200	added ('OK')	application/x-javascript	etag:%22203687-2940-4fa3069526698%22	http://cardaxpharma.com/wp-content/cache/minify/000000/M9YvzdTPKixNLarUK83US84vStXLzczTMUYVL89MSU8twSZTkF-cWZKZn4dNLjc1rxSbeGJpSX5yfm5BTmoJ2DYA.js	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/cache/minify/000000/M9YvzdTPKixNLarUK83US84vStXLzczTMUYVL89MSU8twSZTkF-cWZKZn4dNLjc1rxSbeGJpSX5yfm5BTmoJ2DYA.js	(from http://cardaxpharma.com/)
13:58:54	15714/15714	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220368b-130e-4fa306966ba34%22	http://cardaxpharma.com/wp-content/cache/minify/000000/LcpBDoAgDATAH7H-yBTTQxFoYTHG3-vB4ySzgVJN-8IdWU6dDwr3w1s4dUJIXUS1DKMvD0UZ17fSz9Ssvw.js	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/cache/minify/000000/LcpBDoAgDATAH7H-yBTTQxFoYTHG3-vB4ySzgVJN-8IdWU6dDwr3w1s4dUJIXUS1DKMvD0UZ17fSz9Ssvw.js	(from http://cardaxpharma.com/)
13:58:56	125888/125888	---M-Z	200	added ('OK')	application/x-javascript	etag:%2220368e-8b23-4fa30696e7a95%22	http://cardaxpharma.com/wp-content/cache/minify/000000/Xc9BEoMwCAXQC1XxKL1BJ0ZUNCZpPhn19s2iYxt3zOPDQEcwTtgrebZqEhmAFTRmb1WCB5nFHA3YJDvTHoFv3SBPE0Mf3bVhASFHTqNgrpkNxE-1JUYMfrjN7xK53cTX7MUybArO3eIqdj1ri4lVz-ccNPw19tibldNZEi8bthjA169OehodH3AyFF3euQTbnzTlng8.js	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/cache/minify/000000/Xc9BEoMwCAXQC1XxKL1BJ0ZUNCZpPhn19s2iYxt3zOPDQEcwTtgrebZqEhmAFTRmb1WCB5nFHA3YJDvTHoFv3SBPE0Mf3bVhASFHTqNgrpkNxE-1JUYMfrjN7xK53cTX7MUybArO3eIqdj1ri4lVz-ccNPw19tib	(from http://cardaxpharma.com/)
13:58:58	373865/373865	---M-Z	200	added ('OK')	application/x-javascript	etag:%22203690-15dd0-4fa3069c09ee7%22	http://cardaxpharma.com/wp-content/cache/minify/000000/Zc09DoMwDEDhCxHCwBmYuvUEbmIhV_6J7DBwe-jWiPV9w1tyABNqz9_IJLBjvAwq1llIp-VfC7gdm2N9Iz8VWkPwsZFSH8uHbU8CYernKIqlg6dgqujTmouJ3JQcG5-_3QU.js	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/cache/minify/000000/Zc09DoMwDEDhCxHCwBmYuvUEbmIhV_6J7DBwe-jWiPV9w1tyABNqz9_IJLBjvAwq1llIp-VfC7gdm2N9Iz8VWkPwsZFSH8uHbU8CYernKIqlg6dgqujTmouJ3JQcG5-_3QU.js	(from http://cardaxpharma.com/)
13:58:59	10828/10828	---M-Z	200	added ('OK')	application/x-javascript	etag:%22203689-d8b-4fa30695eaf9c%22	http://cardaxpharma.com/wp-content/cache/minify/000000/TYtRCoAwDMUupHQ3GnVUUGc7-ori7XUg4mdCkghcF9EglRLsVO0QWvHi2HFIX3S2iTfx6ylysb0ZxIkBCfTpZ_PspnED.js	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/cache/minify/000000/TYtRCoAwDMUupHQ3GnVUUGc7-ori7XUg4mdCkghcF9EglRLsVO0QWvHi2HFIX3S2iTfx6ylysb0ZxIkBCfTpZ_PspnED.js	(from http://cardaxpharma.com/)
13:59:06	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22244592-921d-4f7fc14dc2044%22	http://cardaxpharma.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.eot?v=3.2.1	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/themes/salient/css/fonts/fontawesome-webfontf77b.eot	(from http://cardaxpharma.com/wp-content/cache/minify/000000/XY5LDsIwDEQvRHFvVJngokBiRx6rVW7PZxWyfW9GMyuBSxYNSgD5A5f1j-ymsfApsCrXmnXSCOF7h8TcK1kl2RhH9CJTygXNFPkYxdlu_BLv9MSWrDaDODG-I7_SgLfdP__e.css)
13:59:10	911709/911709	---M--	200	added ('OK')	image/png	etag:%221e4419-de95d-4f1d28d91da12%22	http://cardaxpharma.com/wp-content/uploads/2013/12/Whales-2.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2013/12/Whales-2.png	(from http://cardaxpharma.com/)
13:59:10	156490/156490	---M--	200	added ('OK')	image/png	etag:%221e0838-2634a-4f1d783ed744a%22	http://cardaxpharma.com/wp-content/uploads/2014/02/Thrombosis-500x403.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/02/Thrombosis-500x403.png	(from http://cardaxpharma.com/)
13:59:13	197829/197829	---M-Z	200	added ('OK')	image/svg+xml	etag:%22244593-304c5-4f7fc14f07a2a%22	http://cardaxpharma.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.svg	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.svg	(from http://cardaxpharma.com/wp-content/cache/minify/000000/XY5LDsIwDEQvRHFvVJngokBiRx6rVW7PZxWyfW9GMyuBSxYNSgD5A5f1j-ymsfApsCrXmnXSCOF7h8TcK1kl2RhH9CJTygXNFPkYxdlu_BLv9MSWrDaDODG-I7_SgLfdP__e.css)
13:59:14	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22244592-921d-4f7fc14dc2044%22	http://cardaxpharma.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.eot?	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/themes/salient/css/fonts/fontawesome-webfontd41d.eot	(from http://cardaxpharma.com/wp-content/cache/minify/000000/XY5LDsIwDEQvRHFvVJngokBiRx6rVW7PZxWyfW9GMyuBSxYNSgD5A5f1j-ymsfApsCrXmnXSCOF7h8TcK1kl2RhH9CJTygXNFPkYxdlu_BLv9MSWrDaDODG-I7_SgLfdP__e.css)
13:59:14	257097/257097	---M--	200	added ('OK')	image/png	etag:%221e081c-3ec49-4f1d7831af97a%22	http://cardaxpharma.com/wp-content/uploads/2014/02/Atherosclerosis-500x403.png	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/uploads/2014/02/Atherosclerosis-500x403.png	(from http://cardaxpharma.com/)
13:59:19	43572/43572	---M--	200	added ('OK')	text/plain	etag:%22244595-aa34-4f7fc14fe7f53%22	http://cardaxpharma.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.woff?v=3.2.1	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/themes/salient/css/fonts/fontawesome-webfontf77b.woff	(from http://cardaxpharma.com/wp-content/cache/minify/000000/XY5LDsIwDEQvRHFvVJngokBiRx6rVW7PZxWyfW9GMyuBSxYNSgD5A5f1j-ymsfApsCrXmnXSCOF7h8TcK1kl2RhH9CJTygXNFPkYxdlu_BLv9MSWrDaDODG-I7_SgLfdP__e.css)
13:59:19	32448/32448	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222445b3-7ec0-4f7fc15c5978c%22	http://cardaxpharma.com/wp-content/themes/salient/css/fonts/steadysets.eot	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/themes/salient/css/fonts/steadysets.eot	(from http://cardaxpharma.com/wp-content/cache/minify/000000/XY5LDsIwDEQvRHFvVJngokBiRx6rVW7PZxWyfW9GMyuBSxYNSgD5A5f1j-ymsfApsCrXmnXSCOF7h8TcK1kl2RhH9CJTygXNFPkYxdlu_BLv9MSWrDaDODG-I7_SgLfdP__e.css)
13:59:20	32284/32284	---M--	200	added ('OK')	text/plain	etag:%222445b5-7e1c-4f7fc15d462c5%22	http://cardaxpharma.com/wp-content/themes/salient/css/fonts/steadysets.ttf	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/themes/salient/css/fonts/steadysets.ttf	(from http://cardaxpharma.com/wp-content/cache/minify/000000/XY5LDsIwDEQvRHFvVJngokBiRx6rVW7PZxWyfW9GMyuBSxYNSgD5A5f1j-ymsfApsCrXmnXSCOF7h8TcK1kl2RhH9CJTygXNFPkYxdlu_BLv9MSWrDaDODG-I7_SgLfdP__e.css)
13:59:21	93916/93916	---M-Z	200	added ('OK')	image/svg+xml	etag:%222445b4-16edc-4f7fc15cf3ae3%22	http://cardaxpharma.com/wp-content/themes/salient/css/fonts/steadysets.svg	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/themes/salient/css/fonts/steadysets.svg	(from http://cardaxpharma.com/wp-content/cache/minify/000000/XY5LDsIwDEQvRHFvVJngokBiRx6rVW7PZxWyfW9GMyuBSxYNSgD5A5f1j-ymsfApsCrXmnXSCOF7h8TcK1kl2RhH9CJTygXNFPkYxdlu_BLv9MSWrDaDODG-I7_SgLfdP__e.css)
13:59:25	79076/79076	---M--	200	added ('OK')	text/plain	etag:%22244594-134e4-4f7fc14f9b13a%22	http://cardaxpharma.com/wp-content/themes/salient/css/fonts/fontawesome-webfont.ttf?v=3.2.1	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/themes/salient/css/fonts/fontawesome-webfontf77b.ttf	(from http://cardaxpharma.com/wp-content/cache/minify/000000/XY5LDsIwDEQvRHFvVJngokBiRx6rVW7PZxWyfW9GMyuBSxYNSgD5A5f1j-ymsfApsCrXmnXSCOF7h8TcK1kl2RhH9CJTygXNFPkYxdlu_BLv9MSWrDaDODG-I7_SgLfdP__e.css)
13:59:25	32448/32448	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222445b3-7ec0-4f7fc15c5978c%22	http://cardaxpharma.com/wp-content/themes/salient/css/fonts/steadysets.eot?	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/themes/salient/css/fonts/steadysetsd41d.eot	(from http://cardaxpharma.com/wp-content/cache/minify/000000/XY5LDsIwDEQvRHFvVJngokBiRx6rVW7PZxWyfW9GMyuBSxYNSgD5A5f1j-ymsfApsCrXmnXSCOF7h8TcK1kl2RhH9CJTygXNFPkYxdlu_BLv9MSWrDaDODG-I7_SgLfdP__e.css)
13:59:25	32360/32360	---M--	200	added ('OK')	text/plain	etag:%222445b6-7e68-4f7fc15d8e34d%22	http://cardaxpharma.com/wp-content/themes/salient/css/fonts/steadysets.woff	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/themes/salient/css/fonts/steadysets.woff	(from http://cardaxpharma.com/wp-content/cache/minify/000000/XY5LDsIwDEQvRHFvVJngokBiRx6rVW7PZxWyfW9GMyuBSxYNSgD5A5f1j-ymsfApsCrXmnXSCOF7h8TcK1kl2RhH9CJTygXNFPkYxdlu_BLv9MSWrDaDODG-I7_SgLfdP__e.css)
13:59:25	27564/27564	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2224459d-6bac-4f7fc1516f2d1%22	http://cardaxpharma.com/wp-content/themes/salient/css/fonts/linecons.eot	F:/My%20Websites/cardaxpharma/cardaxpharma.com/wp-content/themes/salient/css/fonts/linecons.eot	(from http://cardaxpharma.com/wp-content/cache/minify/000000/XY5LDsIwDEQvRHFvVJngokBiRx6rVW7PZxWyfW9GMyuBSxYNSgD5A5f1j-ymsfApsCrXmnXSCOF7h8TcK1kl2RhH9CJTygXNFPkYxdlu_BLv9MSWrDaDODG-I7_SgLfdP__e.css)
